# Redshift, Select Output
0.98880966, Snipshot
0.98759108, Snipshot
0.98637413, Snipshot
0.98515876, Snipshot
0.98394503, Snipshot
0.98273291, Snipshot
0.98152238, Snipshot
0.98031347, Snipshot
0.97910613, Snipshot
0.97790040, Snipshot
0.97669627, Snipshot
0.97549371, Snipshot
0.97429274, Snipshot
0.97309334, Snipshot
0.97189552, Snipshot
0.97069927, Snipshot
0.96950462, Snipshot
0.96831151, Snipshot
0.96711997, Snipshot
0.96592996, Snipshot
0.96474153, Snipshot
0.96355464, Snipshot
0.96236932, Snipshot
0.96118552, Snipshot
0.96000000, Snapshot
0.95882257, Snipshot
0.95764340, Snipshot
0.95646574, Snipshot
0.95528963, Snipshot
0.95411503, Snipshot
0.95294195, Snipshot
0.95177039, Snipshot
0.95060036, Snipshot
0.94943182, Snipshot
0.94826480, Snipshot
0.94709929, Snipshot
0.94593526, Snipshot
0.94477273, Snipshot
0.94361172, Snipshot
0.94245217, Snipshot
0.94129412, Snipshot
0.94013756, Snipshot
0.93898247, Snipshot
0.93782886, Snipshot
0.93667672, Snipshot
0.93552607, Snipshot
0.93437688, Snipshot
0.93322915, Snipshot
0.93208289, Snipshot
0.93093810, Snipshot
0.92979474, Snipshot
0.92865284, Snipshot
0.92751240, Snipshot
0.92637338, Snipshot
0.92523583, Snipshot
0.92409970, Snipshot
0.92296501, Snipshot
0.92183177, Snipshot
0.92069995, Snipshot
0.91956957, Snipshot
0.91844058, Snipshot
0.91731305, Snipshot
0.91618691, Snipshot
0.91506220, Snipshot
0.91393889, Snipshot
0.91281701, Snipshot
0.91169651, Snipshot
0.91057744, Snipshot
0.90945975, Snipshot
0.90834347, Snipshot
0.90722857, Snipshot
0.90611507, Snipshot
0.90500297, Snipshot
0.90389223, Snipshot
0.90278288, Snipshot
0.90167491, Snipshot
0.90056832, Snipshot
0.89946311, Snipshot
0.89835927, Snipshot
0.89725678, Snipshot
0.89615566, Snipshot
0.89505591, Snipshot
0.89395752, Snipshot
0.89286047, Snipshot
0.89176480, Snipshot
0.89067046, Snipshot
0.88957748, Snipshot
0.88848584, Snipshot
0.88739553, Snipshot
0.88630657, Snipshot
0.88521895, Snipshot
0.88413264, Snipshot
0.88304768, Snipshot
0.88196404, Snipshot
0.88088173, Snipshot
0.87980075, Snipshot
0.87872107, Snipshot
0.87764273, Snipshot
0.87656569, Snipshot
0.87548996, Snipshot
0.87441556, Snipshot
0.87334243, Snipshot
0.87227063, Snipshot
0.87120012, Snipshot
0.87013090, Snipshot
0.86906299, Snipshot
0.86799635, Snipshot
0.86693102, Snipshot
0.86586697, Snipshot
0.86480420, Snipshot
0.86374272, Snipshot
0.86268251, Snipshot
0.86162358, Snipshot
0.86056592, Snipshot
0.85950955, Snipshot
0.85845443, Snipshot
0.85740059, Snipshot
0.85634798, Snipshot
0.85529665, Snipshot
0.85424659, Snipshot
0.85319778, Snipshot
0.85215021, Snipshot
0.85110390, Snipshot
0.85005883, Snipshot
0.85000000, Snapshot
0.84901501, Snipshot
0.84797244, Snipshot
0.84693110, Snipshot
0.84589099, Snipshot
0.84485213, Snipshot
0.84381449, Snipshot
0.84277809, Snipshot
0.84174291, Snipshot
0.84070897, Snipshot
0.83967624, Snipshot
0.83864472, Snipshot
0.83761443, Snipshot
0.83658535, Snipshot
0.83555749, Snipshot
0.83453083, Snipshot
0.83350539, Snipshot
0.83248114, Snipshot
0.83145811, Snipshot
0.83043626, Snipshot
0.82941561, Snipshot
0.82839618, Snipshot
0.82737792, Snipshot
0.82636085, Snipshot
0.82534496, Snipshot
0.82433029, Snipshot
0.82331677, Snipshot
0.82230446, Snipshot
0.82129330, Snipshot
0.82028334, Snipshot
0.81927454, Snipshot
0.81826692, Snipshot
0.81726045, Snipshot
0.81625517, Snipshot
0.81525104, Snipshot
0.81424807, Snipshot
0.81324627, Snipshot
0.81224562, Snipshot
0.81124614, Snipshot
0.81024780, Snipshot
0.80925060, Snipshot
0.80825458, Snipshot
0.80725967, Snipshot
0.80626594, Snipshot
0.80527332, Snipshot
0.80428185, Snipshot
0.80329152, Snipshot
0.80230233, Snipshot
0.80131426, Snipshot
0.80032734, Snipshot
0.79934152, Snipshot
0.79835685, Snipshot
0.79737328, Snipshot
0.79639085, Snipshot
0.79540953, Snipshot
0.79442934, Snipshot
0.79345025, Snipshot
0.79247228, Snipshot
0.79149543, Snipshot
0.79051967, Snipshot
0.78954502, Snipshot
0.78857148, Snipshot
0.78759903, Snipshot
0.78662770, Snipshot
0.78565745, Snipshot
0.78468831, Snipshot
0.78372024, Snipshot
0.78275329, Snipshot
0.78178741, Snipshot
0.78082262, Snipshot
0.77985891, Snipshot
0.77889629, Snipshot
0.77793476, Snipshot
0.77697429, Snipshot
0.77601491, Snipshot
0.77505659, Snipshot
0.77409934, Snipshot
0.77314318, Snipshot
0.77218808, Snipshot
0.77123405, Snipshot
0.77028107, Snipshot
0.76932917, Snipshot
0.76837830, Snipshot
0.76742851, Snipshot
0.76647977, Snipshot
0.76553209, Snipshot
0.76458545, Snipshot
0.76363988, Snipshot
0.76269535, Snipshot
0.76175186, Snipshot
0.76080940, Snipshot
0.75986800, Snipshot
0.75892765, Snipshot
0.75798831, Snipshot
0.75705001, Snipshot
0.75611276, Snipshot
0.75517654, Snipshot
0.75424134, Snipshot
0.75330717, Snipshot
0.75237403, Snipshot
0.75144190, Snipshot
0.75051080, Snipshot
0.74958072, Snipshot
0.74865167, Snipshot
0.74772364, Snipshot
0.74679660, Snipshot
0.74587059, Snipshot
0.74494558, Snipshot
0.74402158, Snipshot
0.74309858, Snipshot
0.74217660, Snipshot
0.74125561, Snipshot
0.74033564, Snipshot
0.74000000, Snapshot
0.73941665, Snipshot
0.73849867, Snipshot
0.73758167, Snipshot
0.73666566, Snipshot
0.73575066, Snipshot
0.73483664, Snipshot
0.73392361, Snipshot
0.73301156, Snipshot
0.73210052, Snipshot
0.73119043, Snipshot
0.73028133, Snipshot
0.72937321, Snipshot
0.72846607, Snipshot
0.72755990, Snipshot
0.72665471, Snipshot
0.72575049, Snipshot
0.72484722, Snipshot
0.72394494, Snipshot
0.72304362, Snipshot
0.72214327, Snipshot
0.72124388, Snipshot
0.72034543, Snipshot
0.71944797, Snipshot
0.71855144, Snipshot
0.71765587, Snipshot
0.71676126, Snipshot
0.71586760, Snipshot
0.71497489, Snipshot
0.71408314, Snipshot
0.71319233, Snipshot
0.71230245, Snipshot
0.71141353, Snipshot
0.71052554, Snipshot
0.70963849, Snipshot
0.70875238, Snipshot
0.70786721, Snipshot
0.70698297, Snipshot
0.70609966, Snipshot
0.70521729, Snipshot
0.70433584, Snipshot
0.70345533, Snipshot
0.70257573, Snipshot
0.70169705, Snipshot
0.70081932, Snipshot
0.69994249, Snipshot
0.69906658, Snipshot
0.69819158, Snipshot
0.69731752, Snipshot
0.69644435, Snipshot
0.69557210, Snipshot
0.69470077, Snipshot
0.69383033, Snipshot
0.69296082, Snipshot
0.69209219, Snipshot
0.69122449, Snipshot
0.69035769, Snipshot
0.68949175, Snipshot
0.68862676, Snipshot
0.68776265, Snipshot
0.68689943, Snipshot
0.68603710, Snipshot
0.68517567, Snipshot
0.68431514, Snipshot
0.68345548, Snipshot
0.68259672, Snipshot
0.68173885, Snipshot
0.68088185, Snipshot
0.68002575, Snipshot
0.67917052, Snipshot
0.67831616, Snipshot
0.67746270, Snipshot
0.67661010, Snipshot
0.67575839, Snipshot
0.67490754, Snipshot
0.67405758, Snipshot
0.67320847, Snipshot
0.67236025, Snipshot
0.67151288, Snipshot
0.67066638, Snipshot
0.66982074, Snipshot
0.66897597, Snipshot
0.66813206, Snipshot
0.66728901, Snipshot
0.66644682, Snipshot
0.66560548, Snipshot
0.66476500, Snipshot
0.66392537, Snipshot
0.66308659, Snipshot
0.66224867, Snipshot
0.66141159, Snipshot
0.66057536, Snipshot
0.65973998, Snipshot
0.65890544, Snipshot
0.65807174, Snipshot
0.65723889, Snipshot
0.65640687, Snipshot
0.65557570, Snipshot
0.65474536, Snipshot
0.65391587, Snipshot
0.65308720, Snipshot
0.65225936, Snipshot
0.65143235, Snipshot
0.65060617, Snipshot
0.64978083, Snipshot
0.64895631, Snipshot
0.64813262, Snipshot
0.64730975, Snipshot
0.64648770, Snipshot
0.64566648, Snipshot
0.64484606, Snipshot
0.64402648, Snipshot
0.64320771, Snipshot
0.64238975, Snipshot
0.64157261, Snipshot
0.64075628, Snipshot
0.64000000, Snapshot
0.63994076, Snipshot
0.63912606, Snipshot
0.63831216, Snipshot
0.63749906, Snipshot
0.63668678, Snipshot
0.63587528, Snipshot
0.63506461, Snipshot
0.63425472, Snipshot
0.63344565, Snipshot
0.63263737, Snipshot
0.63182987, Snipshot
0.63102318, Snipshot
0.63021729, Snipshot
0.62941220, Snipshot
0.62860789, Snipshot
0.62780436, Snipshot
0.62700164, Snipshot
0.62619969, Snipshot
0.62539855, Snipshot
0.62459817, Snipshot
0.62379858, Snipshot
0.62299977, Snipshot
0.62220175, Snipshot
0.62140450, Snipshot
0.62060804, Snipshot
0.61981235, Snipshot
0.61901744, Snipshot
0.61822330, Snipshot
0.61742993, Snipshot
0.61663734, Snipshot
0.61584551, Snipshot
0.61505445, Snipshot
0.61426416, Snipshot
0.61347464, Snipshot
0.61268588, Snipshot
0.61189788, Snipshot
0.61111066, Snipshot
0.61032419, Snipshot
0.60953848, Snipshot
0.60875352, Snipshot
0.60796933, Snipshot
0.60718590, Snipshot
0.60640322, Snipshot
0.60562128, Snipshot
0.60484011, Snipshot
0.60405968, Snipshot
0.60328000, Snipshot
0.60250107, Snipshot
0.60172289, Snipshot
0.60094545, Snipshot
0.60016877, Snipshot
0.59939281, Snipshot
0.59861762, Snipshot
0.59784315, Snipshot
0.59706942, Snipshot
0.59629644, Snipshot
0.59552419, Snipshot
0.59475268, Snipshot
0.59398189, Snipshot
0.59321184, Snipshot
0.59244253, Snipshot
0.59167395, Snipshot
0.59090610, Snipshot
0.59013898, Snipshot
0.58937258, Snipshot
0.58860691, Snipshot
0.58784196, Snipshot
0.58707775, Snipshot
0.58631424, Snipshot
0.58555147, Snipshot
0.58478941, Snipshot
0.58402807, Snipshot
0.58326745, Snipshot
0.58250755, Snipshot
0.58174835, Snipshot
0.58098989, Snipshot
0.58023211, Snipshot
0.57947507, Snipshot
0.57871873, Snipshot
0.57796309, Snipshot
0.57720818, Snipshot
0.57645397, Snipshot
0.57570046, Snipshot
0.57494765, Snipshot
0.57419555, Snipshot
0.57344415, Snipshot
0.57269346, Snipshot
0.57194346, Snipshot
0.57119417, Snipshot
0.57044556, Snipshot
0.56969766, Snipshot
0.56895045, Snipshot
0.56820395, Snipshot
0.56745813, Snipshot
0.56671300, Snipshot
0.56596856, Snipshot
0.56522482, Snipshot
0.56448176, Snipshot
0.56373939, Snipshot
0.56299770, Snipshot
0.56225671, Snipshot
0.56151640, Snipshot
0.56077677, Snipshot
0.56003782, Snipshot
0.55929956, Snipshot
0.55856197, Snipshot
0.55782506, Snipshot
0.55708884, Snipshot
0.55635328, Snipshot
0.55561840, Snipshot
0.55488420, Snipshot
0.55415067, Snipshot
0.55341781, Snipshot
0.55268562, Snipshot
0.55195411, Snipshot
0.55122326, Snipshot
0.55049308, Snipshot
0.55000000, Snapshot
0.54976356, Snipshot
0.54903472, Snipshot
0.54830654, Snipshot
0.54757902, Snipshot
0.54685216, Snipshot
0.54612597, Snipshot
0.54540043, Snipshot
0.54467555, Snipshot
0.54395133, Snipshot
0.54322778, Snipshot
0.54250488, Snipshot
0.54178263, Snipshot
0.54106103, Snipshot
0.54034009, Snipshot
0.53961980, Snipshot
0.53890016, Snipshot
0.53818117, Snipshot
0.53746284, Snipshot
0.53674515, Snipshot
0.53602811, Snipshot
0.53531171, Snipshot
0.53459595, Snipshot
0.53388084, Snipshot
0.53316637, Snipshot
0.53245255, Snipshot
0.53173936, Snipshot
0.53102682, Snipshot
0.53031491, Snipshot
0.52960364, Snipshot
0.52889301, Snipshot
0.52818301, Snipshot
0.52747365, Snipshot
0.52676492, Snipshot
0.52605682, Snipshot
0.52534936, Snipshot
0.52464253, Snipshot
0.52393633, Snipshot
0.52323075, Snipshot
0.52252580, Snipshot
0.52182148, Snipshot
0.52111778, Snipshot
0.52041472, Snipshot
0.51971227, Snipshot
0.51901045, Snipshot
0.51830924, Snipshot
0.51760866, Snipshot
0.51690869, Snipshot
0.51620935, Snipshot
0.51551063, Snipshot
0.51481253, Snipshot
0.51411503, Snipshot
0.51341815, Snipshot
0.51272190, Snipshot
0.51202624, Snipshot
0.51133120, Snipshot
0.51063678, Snipshot
0.50994297, Snipshot
0.50924975, Snipshot
0.50855716, Snipshot
0.50786516, Snipshot
0.50717377, Snipshot
0.50648300, Snipshot
0.50579283, Snipshot
0.50510325, Snipshot
0.50441428, Snipshot
0.50372592, Snipshot
0.50303816, Snipshot
0.50235099, Snipshot
0.50166442, Snipshot
0.50097846, Snipshot
0.50029308, Snipshot
0.49960831, Snipshot
0.49892413, Snipshot
0.49824054, Snipshot
0.49755755, Snipshot
0.49687515, Snipshot
0.49619334, Snipshot
0.49551213, Snipshot
0.49483150, Snipshot
0.49415146, Snipshot
0.49347201, Snipshot
0.49279314, Snipshot
0.49211487, Snipshot
0.49143717, Snipshot
0.49076007, Snipshot
0.49008355, Snipshot
0.48940760, Snipshot
0.48873224, Snipshot
0.48805746, Snipshot
0.48738327, Snipshot
0.48670966, Snipshot
0.48603661, Snipshot
0.48536415, Snipshot
0.48469226, Snipshot
0.48402094, Snipshot
0.48335020, Snipshot
0.48268004, Snipshot
0.48201045, Snipshot
0.48134144, Snipshot
0.48067299, Snipshot
0.48000512, Snipshot
0.47933780, Snipshot
0.47867107, Snipshot
0.47800489, Snipshot
0.47733930, Snipshot
0.47667426, Snipshot
0.47600979, Snipshot
0.47534587, Snipshot
0.47468253, Snipshot
0.47401976, Snipshot
0.47335754, Snipshot
0.47269588, Snipshot
0.47203477, Snipshot
0.47137423, Snipshot
0.47071426, Snipshot
0.47005483, Snipshot
0.46939596, Snipshot
0.46873765, Snipshot
0.46807990, Snipshot
0.46742270, Snipshot
0.46676604, Snipshot
0.46610995, Snipshot
0.46545441, Snipshot
0.46479942, Snipshot
0.46414497, Snipshot
0.46349109, Snipshot
0.46283774, Snipshot
0.46218494, Snipshot
0.46153269, Snipshot
0.46088099, Snipshot
0.46022983, Snipshot
0.46000000, Snapshot
0.45957922, Snipshot
0.45892915, Snipshot
0.45827962, Snipshot
0.45763063, Snipshot
0.45698218, Snipshot
0.45633429, Snipshot
0.45568692, Snipshot
0.45504009, Snipshot
0.45439380, Snipshot
0.45374805, Snipshot
0.45310284, Snipshot
0.45245816, Snipshot
0.45181402, Snipshot
0.45117041, Snipshot
0.45052734, Snipshot
0.44988480, Snipshot
0.44924279, Snipshot
0.44860130, Snipshot
0.44796035, Snipshot
0.44731993, Snipshot
0.44668004, Snipshot
0.44604067, Snipshot
0.44540184, Snipshot
0.44476352, Snipshot
0.44412573, Snipshot
0.44348847, Snipshot
0.44285173, Snipshot
0.44221553, Snipshot
0.44157984, Snipshot
0.44094467, Snipshot
0.44031001, Snipshot
0.43967589, Snipshot
0.43904227, Snipshot
0.43840918, Snipshot
0.43777661, Snipshot
0.43714455, Snipshot
0.43651301, Snipshot
0.43588199, Snipshot
0.43525148, Snipshot
0.43462148, Snipshot
0.43399201, Snipshot
0.43336303, Snipshot
0.43273458, Snipshot
0.43210663, Snipshot
0.43147919, Snipshot
0.43085227, Snipshot
0.43022585, Snipshot
0.42959994, Snipshot
0.42897454, Snipshot
0.42834965, Snipshot
0.42772526, Snipshot
0.42710137, Snipshot
0.42647800, Snipshot
0.42585512, Snipshot
0.42523275, Snipshot
0.42461088, Snipshot
0.42398951, Snipshot
0.42336865, Snipshot
0.42274828, Snipshot
0.42212841, Snipshot
0.42150904, Snipshot
0.42089017, Snipshot
0.42027179, Snipshot
0.41965391, Snipshot
0.41903653, Snipshot
0.41841966, Snipshot
0.41780326, Snipshot
0.41718736, Snipshot
0.41657196, Snipshot
0.41595705, Snipshot
0.41534263, Snipshot
0.41472870, Snipshot
0.41411526, Snipshot
0.41350231, Snipshot
0.41288985, Snipshot
0.41227788, Snipshot
0.41166639, Snipshot
0.41105540, Snipshot
0.41044489, Snipshot
0.40983485, Snipshot
0.40922531, Snipshot
0.40861626, Snipshot
0.40800769, Snipshot
0.40739959, Snipshot
0.40679198, Snipshot
0.40618485, Snipshot
0.40557821, Snipshot
0.40497204, Snipshot
0.40436634, Snipshot
0.40376114, Snipshot
0.40315641, Snipshot
0.40255215, Snipshot
0.40194838, Snipshot
0.40134507, Snipshot
0.40074225, Snipshot
0.40013989, Snipshot
0.39953802, Snipshot
0.39893661, Snipshot
0.39833568, Snipshot
0.39773521, Snipshot
0.39713523, Snipshot
0.39653570, Snipshot
0.39593666, Snipshot
0.39533808, Snipshot
0.39473996, Snipshot
0.39414232, Snipshot
0.39354515, Snipshot
0.39294844, Snipshot
0.39235220, Snipshot
0.39175642, Snipshot
0.39116111, Snipshot
0.39056626, Snipshot
0.38997187, Snipshot
0.38937795, Snipshot
0.38878449, Snipshot
0.38819149, Snipshot
0.38759895, Snipshot
0.38700687, Snipshot
0.38641526, Snipshot
0.38582410, Snipshot
0.38523340, Snipshot
0.38464315, Snipshot
0.38405336, Snipshot
0.38346403, Snipshot
0.38287516, Snipshot
0.38228674, Snipshot
0.38169878, Snipshot
0.38111126, Snipshot
0.38052420, Snipshot
0.37993760, Snipshot
0.37935144, Snipshot
0.37876575, Snipshot
0.37818049, Snipshot
0.37759569, Snipshot
0.37701134, Snipshot
0.37642744, Snipshot
0.37584398, Snipshot
0.37526098, Snipshot
0.37467842, Snipshot
0.37409631, Snipshot
0.37351464, Snipshot
0.37293342, Snipshot
0.37235264, Snipshot
0.37177231, Snipshot
0.37119242, Snipshot
0.37061297, Snipshot
0.37003396, Snipshot
0.37000000, Snapshot
0.36945540, Snipshot
0.36887728, Snipshot
0.36829959, Snipshot
0.36772235, Snipshot
0.36714555, Snipshot
0.36656918, Snipshot
0.36599326, Snipshot
0.36541777, Snipshot
0.36484271, Snipshot
0.36426810, Snipshot
0.36369392, Snipshot
0.36312017, Snipshot
0.36254686, Snipshot
0.36197398, Snipshot
0.36140155, Snipshot
0.36082953, Snipshot
0.36025795, Snipshot
0.35968680, Snipshot
0.35911609, Snipshot
0.35854580, Snipshot
0.35797595, Snipshot
0.35740652, Snipshot
0.35683752, Snipshot
0.35626894, Snipshot
0.35570081, Snipshot
0.35513309, Snipshot
0.35456579, Snipshot
0.35399893, Snipshot
0.35343250, Snipshot
0.35286647, Snipshot
0.35230089, Snipshot
0.35173572, Snipshot
0.35117098, Snipshot
0.35060666, Snipshot
0.35004276, Snipshot
0.34947927, Snipshot
0.34891621, Snipshot
0.34835357, Snipshot
0.34779136, Snipshot
0.34722956, Snipshot
0.34666818, Snipshot
0.34610721, Snipshot
0.34554666, Snipshot
0.34498653, Snipshot
0.34442682, Snipshot
0.34386752, Snipshot
0.34330863, Snipshot
0.34275017, Snipshot
0.34219211, Snipshot
0.34163448, Snipshot
0.34107724, Snipshot
0.34052043, Snipshot
0.33996402, Snipshot
0.33940803, Snipshot
0.33885245, Snipshot
0.33829728, Snipshot
0.33774251, Snipshot
0.33718816, Snipshot
0.33663421, Snipshot
0.33608067, Snipshot
0.33552754, Snipshot
0.33497482, Snipshot
0.33442250, Snipshot
0.33387059, Snipshot
0.33331908, Snipshot
0.33276798, Snipshot
0.33221729, Snipshot
0.33166700, Snipshot
0.33111711, Snipshot
0.33056762, Snipshot
0.33001853, Snipshot
0.32946985, Snipshot
0.32892156, Snipshot
0.32837368, Snipshot
0.32782620, Snipshot
0.32727911, Snipshot
0.32673243, Snipshot
0.32618615, Snipshot
0.32564026, Snipshot
0.32509477, Snipshot
0.32454967, Snipshot
0.32400498, Snipshot
0.32346068, Snipshot
0.32291677, Snipshot
0.32237326, Snipshot
0.32183014, Snipshot
0.32128742, Snipshot
0.32074509, Snipshot
0.32020315, Snipshot
0.31966161, Snipshot
0.31912045, Snipshot
0.31857969, Snipshot
0.31803932, Snipshot
0.31749934, Snipshot
0.31695975, Snipshot
0.31642054, Snipshot
0.31588173, Snipshot
0.31534331, Snipshot
0.31480527, Snipshot
0.31426762, Snipshot
0.31373036, Snipshot
0.31319348, Snipshot
0.31265698, Snipshot
0.31212088, Snipshot
0.31158516, Snipshot
0.31104981, Snipshot
0.31051487, Snipshot
0.30998029, Snipshot
0.30944611, Snipshot
0.30891230, Snipshot
0.30837887, Snipshot
0.30784583, Snipshot
0.30731316, Snipshot
0.30678088, Snipshot
0.30624898, Snipshot
0.30571746, Snipshot
0.30518631, Snipshot
0.30465555, Snipshot
0.30412516, Snipshot
0.30359515, Snipshot
0.30306552, Snipshot
0.30253625, Snipshot
0.30200738, Snipshot
0.30147887, Snipshot
0.30095074, Snipshot
0.30042298, Snipshot
0.29989559, Snipshot
0.29936859, Snipshot
0.29884195, Snipshot
0.29831569, Snipshot
0.29778980, Snipshot
0.29726428, Snipshot
0.29673913, Snipshot
0.29621435, Snipshot
0.29568994, Snipshot
0.29516590, Snipshot
0.29464223, Snipshot
0.29411894, Snipshot
0.29359601, Snipshot
0.29307344, Snipshot
0.29255124, Snipshot
0.29202942, Snipshot
0.29150795, Snipshot
0.29098685, Snipshot
0.29046613, Snipshot
0.29000000, Snapshot
0.28994576, Snipshot
0.28942575, Snipshot
0.28890612, Snipshot
0.28838684, Snipshot
0.28786793, Snipshot
0.28734939, Snipshot
0.28683120, Snipshot
0.28631338, Snipshot
0.28579591, Snipshot
0.28527881, Snipshot
0.28476208, Snipshot
0.28424569, Snipshot
0.28372967, Snipshot
0.28321401, Snipshot
0.28269871, Snipshot
0.28218377, Snipshot
0.28166918, Snipshot
0.28115495, Snipshot
0.28064108, Snipshot
0.28012756, Snipshot
0.27961441, Snipshot
0.27910159, Snipshot
0.27858915, Snipshot
0.27807706, Snipshot
0.27756531, Snipshot
0.27705393, Snipshot
0.27654290, Snipshot
0.27603221, Snipshot
0.27552189, Snipshot
0.27501191, Snipshot
0.27450229, Snipshot
0.27399302, Snipshot
0.27348410, Snipshot
0.27297553, Snipshot
0.27246731, Snipshot
0.27195943, Snipshot
0.27145191, Snipshot
0.27094474, Snipshot
0.27043791, Snipshot
0.26993143, Snipshot
0.26942530, Snipshot
0.26891952, Snipshot
0.26841408, Snipshot
0.26790899, Snipshot
0.26740425, Snipshot
0.26689985, Snipshot
0.26639579, Snipshot
0.26589208, Snipshot
0.26538872, Snipshot
0.26488569, Snipshot
0.26438301, Snipshot
0.26388067, Snipshot
0.26337867, Snipshot
0.26287702, Snipshot
0.26237571, Snipshot
0.26187473, Snipshot
0.26137411, Snipshot
0.26087382, Snipshot
0.26037387, Snipshot
0.25987425, Snipshot
0.25937499, Snipshot
0.25887605, Snipshot
0.25837745, Snipshot
0.25787920, Snipshot
0.25738127, Snipshot
0.25688369, Snipshot
0.25638644, Snipshot
0.25588953, Snipshot
0.25539296, Snipshot
0.25489671, Snipshot
0.25440080, Snipshot
0.25390523, Snipshot
0.25340999, Snipshot
0.25291510, Snipshot
0.25242052, Snipshot
0.25192629, Snipshot
0.25143238, Snipshot
0.25093881, Snipshot
0.25044557, Snipshot
0.24995265, Snipshot
0.24946008, Snipshot
0.24896782, Snipshot
0.24847590, Snipshot
0.24798431, Snipshot
0.24749305, Snipshot
0.24700212, Snipshot
0.24651152, Snipshot
0.24602124, Snipshot
0.24553129, Snipshot
0.24504167, Snipshot
0.24455238, Snipshot
0.24406341, Snipshot
0.24357477, Snipshot
0.24308645, Snipshot
0.24259846, Snipshot
0.24211080, Snipshot
0.24162346, Snipshot
0.24113644, Snipshot
0.24064975, Snipshot
0.24016338, Snipshot
0.23967733, Snipshot
0.23919161, Snipshot
0.23870620, Snipshot
0.23822112, Snipshot
0.23773636, Snipshot
0.23725192, Snipshot
0.23676780, Snipshot
0.23628401, Snipshot
0.23580052, Snipshot
0.23531737, Snipshot
0.23483453, Snipshot
0.23435201, Snipshot
0.23386981, Snipshot
0.23338792, Snipshot
0.23290636, Snipshot
0.23242511, Snipshot
0.23194418, Snipshot
0.23146356, Snipshot
0.23098326, Snipshot
0.23050328, Snipshot
0.23002361, Snipshot
0.22954425, Snipshot
0.22906522, Snipshot
0.22858649, Snipshot
0.22810809, Snipshot
0.22762999, Snipshot
0.22715220, Snipshot
0.22667472, Snipshot
0.22619757, Snipshot
0.22572072, Snipshot
0.22524419, Snipshot
0.22476796, Snipshot
0.22429205, Snipshot
0.22381645, Snipshot
0.22334115, Snipshot
0.22286617, Snipshot
0.22239150, Snipshot
0.22191714, Snipshot
0.22144308, Snipshot
0.22096933, Snipshot
0.22049589, Snipshot
0.22002276, Snipshot
0.21954994, Snipshot
0.21907742, Snipshot
0.21860521, Snipshot
0.21813330, Snipshot
0.21766170, Snipshot
0.21719041, Snipshot
0.21671942, Snipshot
0.21624874, Snipshot
0.21577836, Snipshot
0.21530829, Snipshot
0.21483851, Snipshot
0.21436904, Snipshot
0.21389988, Snipshot
0.21343102, Snipshot
0.21296246, Snipshot
0.21249420, Snipshot
0.21202625, Snipshot
0.21155860, Snipshot
0.21109124, Snipshot
0.21062418, Snipshot
0.21015743, Snipshot
0.21000000, Snapshot
0.20969098, Snipshot
0.20922482, Snipshot
0.20875898, Snipshot
0.20829342, Snipshot
0.20782816, Snipshot
0.20736320, Snipshot
0.20689854, Snipshot
0.20643418, Snipshot
0.20597011, Snipshot
0.20550634, Snipshot
0.20504287, Snipshot
0.20457969, Snipshot
0.20411681, Snipshot
0.20365422, Snipshot
0.20319193, Snipshot
0.20272994, Snipshot
0.20226823, Snipshot
0.20180683, Snipshot
0.20134571, Snipshot
0.20088489, Snipshot
0.20042437, Snipshot
0.19996413, Snipshot
0.19950418, Snipshot
0.19904453, Snipshot
0.19858518, Snipshot
0.19812611, Snipshot
0.19766733, Snipshot
0.19720884, Snipshot
0.19675065, Snipshot
0.19629275, Snipshot
0.19583513, Snipshot
0.19537780, Snipshot
0.19492077, Snipshot
0.19446402, Snipshot
0.19400756, Snipshot
0.19355139, Snipshot
0.19309550, Snipshot
0.19263990, Snipshot
0.19218460, Snipshot
0.19172958, Snipshot
0.19127484, Snipshot
0.19082039, Snipshot
0.19036622, Snipshot
0.18991234, Snipshot
0.18945875, Snipshot
0.18900544, Snipshot
0.18855242, Snipshot
0.18809968, Snipshot
0.18764722, Snipshot
0.18719505, Snipshot
0.18674316, Snipshot
0.18629155, Snipshot
0.18584023, Snipshot
0.18538919, Snipshot
0.18493843, Snipshot
0.18448795, Snipshot
0.18403776, Snipshot
0.18358783, Snipshot
0.18313821, Snipshot
0.18268884, Snipshot
0.18223977, Snipshot
0.18179098, Snipshot
0.18134246, Snipshot
0.18089423, Snipshot
0.18044627, Snipshot
0.17999859, Snipshot
0.17955119, Snipshot
0.17910407, Snipshot
0.17865722, Snipshot
0.17821066, Snipshot
0.17776436, Snipshot
0.17731835, Snipshot
0.17687261, Snipshot
0.17642715, Snipshot
0.17598196, Snipshot
0.17553705, Snipshot
0.17509242, Snipshot
0.17464805, Snipshot
0.17420397, Snipshot
0.17376015, Snipshot
0.17331661, Snipshot
0.17287335, Snipshot
0.17243036, Snipshot
0.17198764, Snipshot
0.17154519, Snipshot
0.17110302, Snipshot
0.17066111, Snipshot
0.17021949, Snipshot
0.16977813, Snipshot
0.16933704, Snipshot
0.16889622, Snipshot
0.16845568, Snipshot
0.16801540, Snipshot
0.16757540, Snipshot
0.16713566, Snipshot
0.16669619, Snipshot
0.16625700, Snipshot
0.16581807, Snipshot
0.16537941, Snipshot
0.16494102, Snipshot
0.16450289, Snipshot
0.16406504, Snipshot
0.16362745, Snipshot
